#OTU ID	ERR1883419	ERR1883420	ERR1883421	ERR1883422	ERR1883423	ERR1883424	ERR1883430	ERR1883436	ERR1883438	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE014.A0101	JAE015.A0101	JAE016.A0101	SRR059389	SRR059425	SRR059455	SRR059917	SRR060358	SRR1631060	SRR1631061	SRR1631063	SRR1631064	SRR1633008	SRR1761677	SRR1761682	SRR1761688	SRR1761692	SRR1761697	SRR1761698	SRR1761705	SRR1761710	SRR1761718	SRR1761721	SRR1929408	SRR1930121	SRR1930123	SRR1930141	SRR1930145	SRR3184100	SRR3184876	SRR3189411	SRR3189416	SRR3189418	SRR5975923	SRR5975924	SRR5975925	SRR5975926	SRR5975927	SRR5975928	SRR5975929	SRR5975930	SRR5975931	SRR5975932	SRR5975933	SRR5975934	SRR5975936	SRR5975937	SRR6129806	SRR6129807	SRR6129808	SRR6129809	SRR6129810	SRR6129811	SRS011247	SRS011310	SRS012281	SRS013711	SRS013942	SRS013950	SRS014107	SRS014468	SRS014477	SRS014691	SRS014692	SRS015055	SRS015064	SRS015378	SRS015755	SRS019029	SRS019120	SRS019129	SRS019333	SRS021960	SRS022149	SRS023591	SRS045313	SRS047265	SRS051378	SRS052604	SRS052668	SRS056892	SRS058105	SRS063215	SRS063478	SRS064493	SRS075406	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN012.I0101	SYN014.A0101	SYN014.C0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN015.I0101	SYN017.A0101	SYN017.B0101	SYN017.D0101	SYN017.E0101	SYN018.C0101	SYN018.I0101	SYN019.I0101	SYN021.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN026.I0101	SYN028.I0101
Cronobacter sakazakii	2	0	1	2	2	0	0	4	6	757	801	0	0	0	0	0	0	0	0	0	0	0	0	0	519	448	509	488	119	0	0	0	0	0	0	0	0	0	89	157	0	0	134	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysobacter solisilvae	17	23	13	15	103	20	46	97	133	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	714	708	850	869	481	0	0	0	0	0	0	0	0	0	0	0	151	134	0	0	371	0	171	186	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	37	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas citri	4	3	6	0	7	1	4	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95558	99538	108950	110964	12517	0	0	0	97	0	0	0	0	0	0	0	176	202	0	49	12340	81452	15172	15468	14380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas hortorum	2	3	5	3	14	3	1	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	223	265	291	319	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	680	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas arboricola	1	3	1	1	4	2	3	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	191	240	202	471	0	0	0	0	0	0	0	0	86	0	205	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas vesicatoria	1	1	1	1	12	1	4	14	18	0	0	712	640	0	2181	0	0	0	0	0	0	0	0	0	157	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	302	0	96	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas sp. LM091	2	1	2	1	15	4	7	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304	1292	1502	1462	15887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66050	2315	1875	1723	1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyella thiooxydans	6	6	9	4	17	12	1	24	38	0	0	0	0	0	0	0	345	0	374	0	190	0	0	0	511	520	573	607	119	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas rhodesiae	2	1	4	1	4	0	5	27	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	840	900	896	7117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31273	1672	729	644	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	260	0	0	0	8	39	0	0	82	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas poae	1	2	2	1	12	3	7	33	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011	1074	1138	1211	5096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24599	1851	913	780	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. K2W31S-8	2	2	3	1	6	7	1	25	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671	684	742	722	1288	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	5628	0	306	283	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. TUM18999	1	2	3	1	12	10	2	12	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	981	1125	1172	5771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4438	1363	441	390	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. DG56-2	1	1	0	1	7	1	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	254	261	273	3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16925	0	169	151	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. LG1E9	1	2	0	2	2	0	2	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	392	416	438	293732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99487	3766	765	735	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas fulva	2	2	5	0	3	4	2	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	782	872	785	2679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5093	381	15113	14445	12654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas stutzeri	9	26	21	12	121	31	35	182	161	1398	633	1240	1312	709	1625	399	2055	780	1851	0	834	601	0	0	8544	8916	9860	9623	9101	301	314	267	206	506	491	617	394	565	618	817	1286	1337	1226	333	43803	5926	3949	3640	3344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1889	4764	1551	4372	4468	10993	0	0	8	0	0	100	75	8	162	0	0	86	726	0	180	108	0	143	213	113	241	0	0	0	99	0	0	0	0	0	0	109	0	0	0	0	124	0	0	150	150	0	0	0	0	0	160	0	0	38	0	0	0	201	0	90	158	202	105	182
Pseudomonas xanthomarina	1	0	1	0	6	3	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	277	298	339	448	0	0	0	0	0	0	0	0	0	0	0	0	129	118	0	3384	0	220	218	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas lundensis	7	2	1	0	3	3	1	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	484	531	513	16550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238626	378	2783	2566	2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas aeruginosa	3	7	12	5	44	14	20	72	65	6575	3118	2492	1298	1131	2120	939	6555	1518	2904	0	3527	338	29673	21919	3927	4186	4614	4662	8147	144	0	166	195	332	263	79	90	122	130	241	328	471	424	100	13334	3183	1431	1456	1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32285	43332	30234	82606	104698	187844	0	0	0	0	58	0	80	8	148	0	0	163	818	139	203	0	0	205	554	0	145	0	0	0	132	0	0	0	0	0	18	0	59	0	0	0	93	0	184	165	160	0	0	0	207	74	171	0	0	161	307	0	0	90	0	86	150	0	0	157
Pseudomonas alcaligenes	2	2	8	3	18	5	4	18	14	0	0	0	0	0	531	0	358	0	394	0	0	0	0	0	14159	14670	16263	16612	1789	0	0	0	0	0	0	0	0	0	0	0	167	194	0	51	5696	5098	1426	1325	1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas parafulva	2	2	2	3	7	4	1	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	487	584	562	2345	0	0	0	0	0	0	151	0	0	0	0	0	0	119	0	9676	0	626	611	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas extremaustralis	1	1	1	0	5	0	5	28	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813	870	889	917	2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14759	1415	166	150	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas rhizosphaerae	1	1	1	1	7	1	1	12	13	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	773	778	827	881	3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15682	428	385	394	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas taetrolens	1	0	1	15	9	2	3	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	231	252	224	23534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197959	521	2048	1858	1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas koreensis	1	1	3	0	9	1	1	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	814	864	886	11565	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	99282	821	804	711	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moraxella catarrhalis	3	0	0	0	0	0	1	0	0	1050	0	0	0	0	0	422	0	0	0	0	0	0	0	0	2711	2925	3247	3216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	9	119	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moraxella osloensis	2	1	0	1	2	1	1	3	2	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26086	27204	28845	28838	203075	0	0	0	0	0	0	166	134	227	282	174	290	219	231	58	8885	6510	35304	32665	29713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8208	12864	15937	38723	19089	30288	0	0	9	56	0	0	33	10	0	106	0	151	0	0	0	0	38	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidihalobacter ferrooxydans	3	2	3	1	9	9	2	8	21	0	0	0	0	0	0	0	325	0	467	0	0	0	0	0	9193	9446	10810	11008	1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023	8346	1429	1491	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus haemolyticus	2	0	0	0	1	0	0	0	0	22302	26883	5228	1384	5376	1105	3604	4763	1603	0	0	250	0	0	0	2897	2986	3266	3344	524	0	0	0	0	0	0	74	264	163	0	280	116	0	204	0	1351	1920	4018	3656	3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	253	147	1790	199	0	59100	168189	217	7227	48493	5306	2811	4018	5583	3910	20728	4260	1106	12114	45581	6504	66253	6259	20072	29465	6559	12476	17575	59715	21640	13061	67049	102267	1197664	1266	4569	4948	5748	351	381	541	0	265	0	93	0	0	0	0	0	29	0	988	134	0	0	511	0	0	0	0	114	0	0	102
Haemophilus influenzae	2	1	0	0	1	0	2	0	0	35930	45510	5336	3483	8824	1489	6323	6719	1708	955	0	200	0	0	0	1566	1579	1701	1666	507	0	0	182	114	0	0	138	246	242	283	459	174	198	417	51	934	1453	2483	2155	2045	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12112	54286	7541	67282	33488	49735	31373	87855	419	2905	24109	5618	3451	2695	2960	2228	11091	2719	590	13510	28759	8706	29246	8068	23504	22746	11345	6640	26121	23874	17073	12815	36843	107515	458445	1727	3146	2387	2782	1860	588	725	268	538	0	100	0	0	0	117	0	0	0	1321	197	0	0	634	282	130	0	0	203	133	0	218
Haemophilus parainfluenzae	2	0	0	0	0	0	0	4	0	391062	356604	183568	87978	875480	142535	366233	95993	9657	56726	970	37277	391	475	334	9107	9522	9905	9883	28039	1613	308	23769	578	121	10184	2752	30623	11900	7981	53893	3760	5593	18521	1385	55529	45540	108120	97930	88477	115	189	135	156	191	246	154	268	238	274	126	162	715	674	36182	42648	20460	104454	27238	144190	1231630	1214143	31170	148446	765714	213345	70969	152326	59508	35069	227293	136017	62893	1010381	784467	251441	430308	328284	1732655	871183	638984	68463	1935974	617930	1382776	547434	416350	3490850	2004530	72302	261116	20669	111512	29080	35618	33925	896	25505	4511	2790	564	1028	111	2124	95	184	1726	143497	10349	80	66	24216	551	2151	95	853	3595	1958	1405	4804
Haemophilus sp. oral taxon 036	1	0	0	0	0	0	0	0	0	8654	10130	1522	623	2072	0	1236	913	324	0	0	0	0	0	0	1348	1390	1409	1472	126	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	385	881	1782	1572	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2062	1141	530	6519	1119	1728	19189	166005	87	1648	6811	900	296	2004	5332	4908	25886	1899	476	6101	22655	3649	7972	1049	7926	38477	1383	12816	12488	13118	17463	3823	51998	33522	548077	687	2472	2663	868	165	144	269	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	265	0	0	0	0	0	0	0	0
Pasteurella multocida	2	2	1	0	1	0	3	3	0	12292	15116	1013	1010	768	398	334	3209	663	0	0	0	0	195	0	1245	1383	1430	1436	805	159	243	0	133	192	0	218	120	245	359	348	197	213	246	0	1050	6526	496	461	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	193	60	578	583	1204	1414	1324	19	150	1069	1498	95	202	112	168	174	121	0	496	1641	1831	497	1652	5168	1387	1088	114	924	323	1472	1033	1243	2834	1897	205	181	59	213	0	0	0	74	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	69	106	166	116
Glaesserella parasuis	2	0	0	0	0	2	1	0	4	2038	2586	353	0	394	0	0	559	0	0	0	0	0	0	0	649	664	726	672	0	141	0	0	0	0	0	72	0	260	353	118	177	182	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	468	11	89	566	413	40	79	0	97	47	31	0	163	279	459	328	484	403	270	219	53	276	233	245	181	826	1090	494	0	26	0	120	76	0	0	0	0	0	73	0	0	0	0	94	59	97	0	0	50	0	105	0	0	0	0	85	0	0	0
Glaesserella sp. 15-184	2	0	0	0	0	0	0	0	0	1527	1743	0	0	0	0	0	0	0	0	0	0	0	0	0	420	415	505	477	0	0	0	0	0	0	0	0	0	105	158	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	171	0	42	289	138	0	36	0	0	0	23	0	143	149	123	166	270	118	0	112	43	276	0	212	0	553	178	187	0	16	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus equuli	1	0	0	0	0	0	0	0	0	1721	2016	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	131	0	32	344	106	0	35	0	0	0	26	0	0	0	105	164	142	0	0	0	39	0	0	0	0	364	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aggregatibacter actinomycetemcomitans	1	1	0	0	2	0	0	0	0	72395	86132	4244	2198	1167	960	1018	10800	2618	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	220	119	155	0	0	0	215	182	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	401	97	1101	1541	1981	778	2236	40	171	1914	2817	209	348	315	98	127	108	176	250	3398	5693	707	2422	4197	4567	2420	98	1123	6714	2863	1066	2231	1085	2284	383	97	133	76	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0
Aggregatibacter aphrophilus	1	0	0	0	0	0	1	2	0	6080638	7438112	226533	86782	46969	9504	11757	739501	57801	6667	0	387	0	0	0	734	773	813	804	658	0	0	178	0	0	412	0	139	0	0	617	212	209	930	112	2997	600	7535	6838	6037	0	0	0	0	0	0	0	0	0	0	0	0	24	50	134	467	85	849	512	854	7814	34439	730	2747	119172	273733	11850	9053	30190	7900	1951	5018	8394	6711	77279	70179	36201	125356	61252	55024	32791	1135	50010	45149	40228	21168	52668	26040	17884	4916	2919	18369	1176	7500	4488	6019	0	90	131	75	0	0	0	113	0	0	0	2686	272	0	0	11236	0	0	0	0	0	0	0	126
Histophilus somni	2	2	0	1	1	0	0	0	2	2420	3143	509	630	0	0	0	753	681	1104	0	125	0	0	0	413	412	433	472	0	0	254	0	0	0	0	0	0	95	108	0	0	0	137	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	218	53	352	346	988	665	225	28	54	292	625	61	38	102	443	85	52	0	0	320	410	181	612	0	246	302	52	306	159	201	106	538	612	2193	0	20	0	45	0	0	0	158	208	0	165	229	0	0	0	0	0	180	0	0	42	0	0	113	0	0	95	376	0	0	165
Methylococcus capsulatus	1	2	5	1	10	5	6	14	19	897	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	89	83	148	0	108	161	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia gladioli	4	6	11	5	58	18	8	16	80	620	0	726	476	0	871	238	581	351	651	0	0	0	0	0	763	802	888	806	277	0	0	0	0	116	0	0	0	0	123	135	177	256	125	0	758	384	226	229	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	90	0	0	0	554	0	0	0	0	81	181	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus necator	9	9	24	12	124	27	22	45	99	0	0	682	429	0	862	237	628	264	396	0	0	0	0	0	893	922	1128	1051	353	0	0	0	0	0	0	0	0	85	0	136	172	136	181	51	530	0	294	285	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	91	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus campinensis	4	3	6	2	35	6	4	14	47	0	0	480	368	0	0	0	566	354	429	0	0	0	0	0	412	438	512	497	168	0	0	0	0	0	0	0	0	0	0	0	130	0	147	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	31	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus basilensis	2	12	14	8	91	17	7	31	83	0	0	534	596	0	915	0	821	303	482	0	0	0	0	0	761	745	862	908	251	0	0	0	0	0	0	0	0	0	71	120	130	113	125	49	786	0	180	178	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	93	0	0	0	389	0	0	0	0	0	161	0	100	0	0	0	0	0	0	0	169	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus metallidurans	1	3	9	12	47	10	5	17	42	0	0	323	0	0	418	0	412	0	0	0	0	0	0	0	648	645	714	706	207	0	0	0	0	0	0	0	0	0	78	0	190	0	139	71	0	391	168	170	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus pinatubonensis	1	5	4	4	38	8	3	7	52	0	0	0	0	0	515	0	296	0	0	0	0	0	0	0	307	339	415	424	126	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	147	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
